iso2,year,new_sp,new_sp_m04,new_sp_m514,new_sp_m014,new_sp_m1524,new_sp_m2534,new_sp_m3544,new_sp_m4554,new_sp_m5564,new_sp_m65,new_sp_mu,new_sp_f04,new_sp_f514,new_sp_f014,new_sp_f1524,new_sp_f2534,new_sp_f3544,new_sp_f4554,new_sp_f5564,new_sp_f65,new_sp_fu
"DZ",1987,,,,,,,,,,,,,,,,,,,,,
"DZ",1988,,,,,,,,,,,,,,,,,,,,,
"DZ",1989,,,,,,,,,,,,,,,,,,,,,
"DZ",1990,,,,,,,,,,,,,,,,,,,,,
"DZ",1991,,,,,,,,,,,,,,,,,,,,,
"DZ",1992,,,,,,,,,,,,,,,,,,,,,
"DZ",1993,,,,,,,,,,,,,,,,,,,,,
"DZ",1994,6793,,,,,,,,,,,,,,,,,,,,
"DZ",1995,5735,,,,,,,,,,,,,,,,,,,,
"DZ",1996,6556,,,,,,,,,,,,,,,,,,,,
"DZ",1997,7740,,,659,1422,1982,639,357,312,396,,,,92,1102,702,405,242,236,356,
"DZ",1998,7462,,,,,,,,,,,,,,,,,,,,
"DZ",1999,7845,,,40,1193,1344,556,706,263,315,,,,92,884,621,281,221,243,329,
"DZ",2000,8328,,,59,927,1516,610,491,234,299,,,,36,1005,1293,746,314,208,312,
"DZ",2001,7953,,,41,1345,1614,708,401,283,390,,,,79,1057,782,352,287,280,334,
"DZ",2002,8246,,,39,1364,1580,630,406,273,280,,,,71,1840,730,334,224,217,258,
"DZ",2003,8549,,,40,1316,1633,706,429,231,328,,,,74,1017,702,326,242,241,356,
"DZ",2004,8285,,,63,1326,1694,758,434,271,373,,,,92,1011,798,320,253,227,359,
"DZ",2005,8654,,,53,1309,1841,919,473,314,426,,,,102,1044,820,389,270,229,465,
"DZ",2006,8538,,,41,1173,1573,692,409,251,360,,,,80,971,679,339,223,197,408,
"DZ",2007,8439,,,95,1388,1749,813,494,296,407,,,,109,1031,811,335,273,247,391,
"DZ",2008,8643,,,99,1505,1786,794,447,198,463,,,,150,1263,827,346,256,226,286,
"EC",1980,,,,,,,,,,,,,,,,,,,,,
"EC",1981,,,,,,,,,,,,,,,,,,,,,
"EC",1982,,,,,,,,,,,,,,,,,,,,,
"EC",1983,,,,,,,,,,,,,,,,,,,,,
"EC",1984,,,,,,,,,,,,,,,,,,,,,
"EC",1985,,,,,,,,,,,,,,,,,,,,,
"EC",1986,,,,,,,,,,,,,,,,,,,,,
"EC",1987,,,,,,,,,,,,,,,,,,,,,
"EC",1988,,,,,,,,,,,,,,,,,,,,,
"EC",1989,,,,,,,,,,,,,,,,,,,,,
"EC",1990,,,,,,,,,,,,,,,,,,,,,
"EC",1991,,,,,,,,,,,,,,,,,,,,,
"EC",1992,,,,,,,,,,,,,,,,,,,,,
"EC",1993,5325,,,,,,,,,,,,,,,,,,,,
"EC",1994,6674,,,,,,,,,,,,,,,,,,,,
"EC",1995,5890,,,,,,,,,,,,,,,,,,,,
"EC",1996,6426,,,,,,,,,,,,,,,,,,,,
"EC",1997,7214,,,,,,,,,,,,,,,,,,,,
"EC",1998,4900,,,169,402,286,58,,,,,,,44,290,175,99,,,,
"EC",1999,4300,,,,,,,,,,,,,,,,,,,,
"EC",2000,5064,,,,,,,,,,,,,,,,,,,,
"EC",2001,4439,,,39,673,832,269,202,251,116,,,,37,591,584,267,180,208,190,
"EC",2002,4223,,,,,,,,,,,,,,,,,,,,
"EC",2003,4488,,,18,310,266,194,125,75,96,,,,24,217,140,94,56,44,40,
"EC",2004,4340,,,84,732,537,563,265,315,153,,,,108,522,342,268,170,161,120,
"EC",2005,3048,,,48,446,468,308,237,150,159,,,,48,329,305,199,139,85,127,
"EC",2006,3182,,,32,479,496,340,259,181,183,,,,46,321,315,183,143,92,112,
"EC",2007,3448,,,42,555,486,367,282,178,227,,,,57,365,335,198,133,100,123,
"EC",2008,3380,,,32,507,518,372,278,187,202,,,,56,334,331,185,126,107,145,
"EE",1980,,,,,,,,,,,,,,,,,,,,,
"EE",1981,,,,,,,,,,,,,,,,,,,,,
"EE",1982,,,,,,,,,,,,,,,,,,,,,
"EE",1983,,,,,,,,,,,,,,,,,,,,,
"EE",1984,,,,,,,,,,,,,,,,,,,,,
"EE",1985,,,,,,,,,,,,,,,,,,,,,
"EE",1986,,,,,,,,,,,,,,,,,,,,,
"EE",1987,,,,,,,,,,,,,,,,,,,,,
"EE",1988,,,,,,,,,,,,,,,,,,,,,
"EE",1989,,,,,,,,,,,,,,,,,,,,,
"EE",1990,,,,,,,,,,,,,,,,,,,,,
"EE",1991,,,,,,,,,,,,,,,,,,,,,
"EE",1992,,,,,,,,,,,,,,,,,,,,,
"EE",1993,303,,,,,,,,,,,,,,,,,,,,
"EE",1994,347,,,,,,,,,,,,,,,,,,,,
"EE",1995,369,,,,,,,,,,,,,,,,,,,,
"EE",1996,240,,,1,7,34,53,39,28,19,,,,0,10,14,16,5,2,12,
"EE",1997,269,,,0,4,23,59,53,29,17,,,,0,8,16,17,14,6,12,
"EE",1998,299,,,0,15,49,60,64,34,22,,,,0,7,7,15,9,7,10,
"EE",1999,274,,,0,14,35,72,55,19,17,,,,0,8,9,20,16,2,7,
"EE",2000,255,,,0,6,31,53,56,35,15,,,,0,9,11,14,11,4,10,
"EE",2001,212,,,0,10,25,43,37,24,14,,,,0,6,11,17,11,6,8,
"EE",2002,203,,,0,9,20,47,45,19,7,,,,0,7,11,16,9,5,8,
"EE",2003,201,,,0,7,28,38,35,24,18,,,,0,7,4,11,12,2,15,
"EE",2004,203,,,0,6,24,42,54,14,11,,,,0,4,12,10,13,6,7,
"EE",2005,162,0,0,0,9,25,19,40,12,7,0,0,0,0,6,11,8,11,6,8,0
"EE",2006,147,0,0,0,4,19,24,40,12,7,0,0,0,0,3,9,10,9,4,6,0
"EE",2007,168,0,0,0,6,26,32,37,21,12,0,0,0,0,2,5,5,8,7,6,0
"EE",2008,144,0,0,0,3,14,26,34,12,13,0,0,0,0,2,7,6,8,4,15,0
"EG",1980,,,,,,,,,,,,,,,,,,,,,
"EG",1981,,,,,,,,,,,,,,,,,,,,,
"EG",1982,,,,,,,,,,,,,,,,,,,,,
"EG",1983,,,,,,,,,,,,,,,,,,,,,
"EG",1984,,,,,,,,,,,,,,,,,,,,,
"EG",1985,,,,,,,,,,,,,,,,,,,,,
"EG",1986,,,,,,,,,,,,,,,,,,,,,
"EG",1987,,,,,,,,,,,,,,,,,,,,,
"EG",1988,,,,,,,,,,,,,,,,,,,,,
"EG",1989,,,,,,,,,,,,,,,,,,,,,
"EG",1990,,,,,,,,,,,,,,,,,,,,,
"EG",1991,,,,,,,,,,,,,,,,,,,,,
"EG",1992,,,,,,,,,,,,,,,,,,,,,
"EG",1993,,,,,,,,,,,,,,,,,,,,,
"EG",1994,1811,,,,,,,,,,,,,,,,,,,,
"EG",1995,4229,,,223,542,665,460,408,463,160,,,,134,288,367,274,256,160,75,
"EG",1996,5084,,,58,714,1056,703,485,308,154,,,,64,52,420,259,229,89,44,
"EG",1997,5469,,,50,737,1033,767,465,291,142,,,,64,525,388,264,200,114,34,
"EG",1998,4915,,,45,761,943,761,475,286,174,,,,60,489,405,291,204,139,44,
"EG",1999,5094,,,31,708,889,691,458,288,170,,,,57,485,347,248,193,112,36,
"EG",2000,4606,,,21,641,827,667,476,307,158,,,,55,457,343,257,211,112,48,
"EG",2001,4514,,,34,586,879,614,453,268,159,,,,57,438,396,265,207,109,49,
"EG",2002,4889,,,39,662,774,682,576,303,171,,,,77,424,365,245,254,145,60,
"EG",2003,5118,,,42,586,814,675,631,404,195,,,,57,463,338,268,282,175,71,
"EG",2004,5383,,,14,563,763,588,502,502,204,,,,44,491,317,233,233,111,54,
"EG",2005,5217,,,25,524,606,421,414,243,123,,,,48,431,298,205,218,132,42,
"EG",2006,4745,19,35,54,542,728,563,587,340,136,,8,55,64,470,367,338,279,155,87,
"EG",2007,4887,,,35,588,853,629,643,359,214,,,,25,500,325,245,225,173,72,
"EG",2008,5102,0,13,13,581,640,807,791,431,242,8,0,7,7,382,412,308,195,169,113,3
"ER",1990,,,,,,,,,,,,,,,,,,,,,
"ER",1992,,,,,,,,,,,,,,,,,,,,,
"ER",1993,,,,,,,,,,,,,,,,,,,,,
"ER",1994,,,,,,,,,,,,,,,,,,,,,
"ER",1995,,,,,,,,,,,,,,,,,,,,,
"ER",1996,,,,,,,,,,,,,,,,,,,,,
"ER",1997,120,,,0,2,12,21,12,6,4,,,,0,3,10,20,10,4,5,
"ER",1998,135,,,4,36,30,19,15,8,10,,,,3,43,29,11,9,6,5,
"ER",1999,527,,,3,55,75,49,51,30,17,,,,3,65,94,34,30,17,7,
"ER",2000,590,,,9,70,75,57,32,25,20,,,,10,100,87,71,21,12,8,
"ER",2001,702,,,5,79,95,77,40,42,21,,,,9,96,76,66,50,31,15,
"ER",2002,646,,,16,85,88,53,41,24,23,,,,15,75,85,52,39,30,20,
"ER",2003,887,,,17,90,85,55,46,44,36,,,,27,120,149,100,60,36,22,
"ER",2004,720,,,14,67,61,45,45,39,29,,,,13,95,118,67,43,23,20,
"ER",2005,687,,,9,68,73,50,45,51,39,,,,8,67,127,72,39,21,18,
"ER",2006,680,,,6,50,55,44,52,42,36,,,,17,109,123,64,45,19,18,
"ER",2007,694,4,17,21,56,85,73,62,53,44,,0,2,2,70,89,56,47,21,15,
"ER",2008,839,,,,,,,,,,,,,,,,,,,,
"ES",1980,,,,,,,,,,,,,,,,,,,,,
"ES",1981,,,,,,,,,,,,,,,,,,,,,
"ES",1982,,,,,,,,,,,,,,,,,,,,,
"ES",1983,,,,,,,,,,,,,,,,,,,,,
"ES",1984,,,,,,,,,,,,,,,,,,,,,
"ES",1985,,,,,,,,,,,,,,,,,,,,,
"ES",1986,,,,,,,,,,,,,,,,,,,,,
"ES",1987,,,,,,,,,,,,,,,,,,,,,
"ES",1988,,,,,,,,,,,,,,,,,,,,,
"ES",1989,,,,,,,,,,,,,,,,,,,,,
"ES",1990,,,,,,,,,,,,,,,,,,,,,
"ES",1991,,,,,,,,,,,,,,,,,,,,,
"ES",1992,,,,,,,,,,,,,,,,,,,,,
"ES",1993,,,,,,,,,,,,,,,,,,,,,
"ES",1995,2605,,,22,132,337,242,150,112,228,,,,23,90,129,64,39,34,98,
"ES",1996,,,,,,,,,,,,,,,,,,,,,
"ES",1997,,,,,,,,,,,,,,,,,,,,,
"ES",1998,1906,,,25,186,361,294,195,114,205,,,,3,149,167,61,27,25,104,
"ES",1999,,,,,,,,,,,,,,,,,,,,,
"ES",2000,3423,,,,,,,,,,,,,,,,,,,,
"ES",2001,2456,,,13,160,355,351,215,134,232,,,,15,140,237,116,37,21,83,
"ES",2002,3317,,,22,189,392,405,300,192,337,,,,17,194,265,131,56,29,117,
"ES",2003,2876,,,7,153,334,305,219,132,222,,,,6,138,218,113,51,29,87,
"ES",2004,2082,,,14,140,301,312,229,142,227,,,,9,158,202,125,48,22,82,
"ES",2005,2511,6,7,13,166,394,367,230,140,230,2,6,4,10,142,252,151,63,24,108,2
"ES",2006,2006,12,6,18,142,332,311,232,105,175,2,8,9,17,122,264,137,48,19,77,1
"ES",2007,2317,4,6,10,184,375,379,257,128,191,2,8,4,12,164,291,136,63,23,93,2
"ES",2008,2333,9,9,18,179,355,349,268,157,200,0,3,10,13,168,294,173,68,16,73,1
"ET",1980,,,,,,,,,,,,,,,,,,,,,
"ET",1981,,,,,,,,,,,,,,,,,,,,,
"ET",1982,,,,,,,,,,,,,,,,,,,,,
"ET",1983,,,,,,,,,,,,,,,,,,,,,
"ET",1984,,,,,,,,,,,,,,,,,,,,,
"ET",1985,,,,,,,,,,,,,,,,,,,,,
"ET",1986,,,,,,,,,,,,,,,,,,,,,
"ET",1987,,,,,,,,,,,,,,,,,,,,,
"ET",1988,,,,,,,,,,,,,,,,,,,,,
"ET",1989,,,,,,,,,,,,,,,,,,,,,
"ET",1990,,,,,,,,,,,,,,,,,,,,,
"ET",1991,,,,,,,,,,,,,,,,,,,,,
"ET",1992,,,,,,,,,,,,,,,,,,,,,
"ET",1993,,,,,,,,,,,,,,,,,,,,,
"ET",1994,5752,,,,,,,,,,,,,,,,,,,,
"ET",1995,9040,,,247,1221,1017,541,276,142,51,,,,283,908,781,382,152,64,15,
"ET",1996,13160,,,302,1739,1609,854,427,201,71,,,,369,1564,1147,576,246,88,32,
"ET",1997,15957,,,579,2810,2520,1365,736,401,193,,,,687,2469,2173,1039,481,192,108,
"ET",1998,18864,,,715,2643,3187,1610,839,429,171,,,,832,3016,2434,1220,519,194,55,
"ET",1999,21597,,,692,3916,3673,1925,1045,471,230,,,,798,3310,2949,1539,713,225,69,
"ET",2000,30510,,,915,5095,5187,3082,1495,610,397,,,,1037,4699,4424,2105,976,366,122,
"ET",2001,33028,,,913,5730,5594,3233,1581,742,354,,,,1107,5109,4830,2372,1014,338,111,
"ET",2002,36541,,,1251,6764,5669,3128,1544,821,372,,,,1614,5607,5692,2685,935,323,136,
"ET",2003,39698,,,1110,6923,6648,3737,2022,976,483,,,,1387,5936,5908,2780,1239,412,137,
"ET",2004,41430,,,1160,7167,7002,4060,1988,911,456,,,,1367,6422,6091,2984,1284,414,124,
"ET",2005,38525,,,1109,6726,6181,3454,1985,1027,475,,,,1326,5885,5663,2730,1296,513,155,
"ET",2006,36674,,,978,6137,5950,3567,2016,1066,521,,,,1178,5238,5326,2704,1324,510,159,
"ET",2007,38040,,,1055,6522,6114,3545,2038,1051,559,,,,1229,5426,5507,2850,1429,502,213,
"ET",2008,40794,,,978,6512,6794,4067,2290,1176,685,,,,1167,5490,5893,3251,1553,616,322,
"FI",1980,,,,,,,,,,,,,,,,,,,,,
"FI",1981,,,,,,,,,,,,,,,,,,,,,
"FI",1982,,,,,,,,,,,,,,,,,,,,,
"FI",1983,,,,,,,,,,,,,,,,,,,,,
"FI",1984,,,,,,,,,,,,,,,,,,,,,
"FI",1985,,,,,,,,,,,,,,,,,,,,,
"FI",1986,,,,,,,,,,,,,,,,,,,,,
"FI",1987,,,,,,,,,,,,,,,,,,,,,
"FI",1988,,,,,,,,,,,,,,,,,,,,,
"FI",1989,,,,,,,,,,,,,,,,,,,,,
"FI",1990,,,,,,,,,,,,,,,,,,,,,
"FI",1991,,,,,,,,,,,,,,,,,,,,,
"FI",1992,,,,,,,,,,,,,,,,,,,,,
"FI",1993,,,,,,,,,,,,,,,,,,,,,
"FI",1994,,,,,,,,,,,,,,,,,,,,,
"FI",1995,244,,,1,1,10,25,28,24,61,,,,1,1,6,7,4,10,65,
"FI",1996,240,,,0,2,5,24,26,23,77,,,,0,4,5,3,7,6,58,
"FI",1997,186,,,0,1,5,22,24,26,53,,,,0,2,6,2,5,5,35,
"FI",1998,188,,,0,4,4,9,15,21,63,,,,0,3,4,9,4,12,40,
"FI",1999,179,,,0,,4,13,26,20,53,,,,0,2,6,,11,5,39,
"FI",2000,205,,,0,3,8,22,19,28,53,,,,0,1,5,3,4,6,49,
"FI",2001,150,,,0,1,9,13,17,13,43,,,,0,3,4,5,8,10,22,
"FI",2002,130,,,0,0,5,8,17,20,36,,,,0,4,3,0,3,6,26,
"FI",2003,138,,,0,2,3,8,19,17,29,,,,0,2,10,3,6,5,31,
"FI",2004,124,,,0,1,5,7,17,13,33,,,,0,1,0,3,4,3,15,
"FI",2005,130,0,1,1,5,4,3,14,11,25,0,0,0,0,3,4,1,0,6,20,0
"FI",2006,84,0,0,0,5,6,5,9,6,20,0,0,0,0,2,4,3,4,1,19,0
"FI",2007,85,0,0,0,4,5,5,10,7,24,0,0,0,0,6,4,2,5,0,13,0
"FI",2008,104,0,0,0,3,5,8,13,11,35,0,0,0,0,4,3,2,4,2,14,0
"FJ",1980,,,,,,,,,,,,,,,,,,,,,
"FJ",1981,,,,,,,,,,,,,,,,,,,,,
"FJ",1982,,,,,,,,,,,,,,,,,,,,,
"FJ",1983,,,,,,,,,,,,,,,,,,,,,
"FJ",1984,82,,,,,,,,,,,,,,,,,,,,
"FJ",1985,99,,,,,,,,,,,,,,,,,,,,
"FJ",1986,86,,,,,,,,,,,,,,,,,,,,
"FJ",1987,75,,,,,,,,,,,,,,,,,,,,
"FJ",1988,65,,,,,,,,,,,,,,,,,,,,
"FJ",1989,76,,,,,,,,,,,,,,,,,,,,
"FJ",1990,84,,,,,,,,,,,,,,,,,,,,
"FJ",1991,75,,,,,,,,,,,,,,,,,,,,
"FJ",1992,75,,,,,,,,,,,,,,,,,,,,
"FJ",1993,61,,,,,,,,,,,,,,,,,,,,
"FJ",1994,62,,,2,8,6,2,3,11,3,,,,0,4,6,3,6,7,1,
"FJ",1995,68,,,0,8,10,9,4,2,3,,,,1,10,9,2,3,4,3,
"FJ",1996,69,,,1,8,8,9,9,3,2,,,,3,6,8,2,6,2,2,
"FJ",1997,66,,,1,4,8,6,8,6,2,,,,0,6,9,1,5,7,3,
"FJ",1998,74,,,0,7,11,7,8,4,2,,,,2,10,10,4,4,3,2,
"FJ",1999,65,,,1,13,7,5,8,3,3,,,,0,5,7,5,2,5,1,
"FJ",2000,62,,,0,8,6,13,5,4,2,,,,0,7,5,7,1,4,0,
"FJ",2001,73,,,0,6,8,11,7,4,2,,,,0,7,5,7,1,2,2,
"FJ",2002,74,,,1,13,11,7,4,7,2,,,,2,8,4,6,3,4,2,
"FJ",2003,78,,,2,8,9,6,11,7,6,,,,1,4,7,4,4,8,1,
"FJ",2004,62,,,0,8,6,8,6,7,2,,,,0,8,6,3,5,2,1,
"FJ",2005,63,,,7,9,18,18,14,16,6,,,,7,7,9,6,4,6,5,
"FJ",2006,73,0,0,0,8,11,4,7,5,4,,0,1,1,12,5,6,4,6,0,
"FJ",2007,52,,,1,7,7,7,4,1,4,,,,7,11,4,6,5,1,2,
"FJ",2008,78,,,,10,10,4,9,4,4,0,,,,13,6,5,6,3,4,0
"FM",1982,,,,,,,,,,,,,,,,,,,,,
"FM",1983,,,,,,,,,,,,,,,,,,,,,
"FM",1984,,,,,,,,,,,,,,,,,,,,,
"FM",1985,,,,,,,,,,,,,,,,,,,,,
"FM",1986,,,,,,,,,,,,,,,,,,,,,
"FM",1987,,,,,,,,,,,,,,,,,,,,,
"FM",1988,,,,,,,,,,,,,,,,,,,,,
"FM",1989,,,,,,,,,,,,,,,,,,,,,
"FM",1990,,,,,,,,,,,,,,,,,,,,,
"FM",1991,,,,,,,,,,,,,,,,,,,,,
"FM",1992,,,,,,,,,,,,,,,,,,,,,
"FM",1993,,,,,,,,,,,,,,,,,,,,,
"FM",1994,,,,,,,,,,,,,,,,,,,,,
"FM",1995,9,,,0,1,0,3,1,0,0,,,,0,0,1,0,0,0,1,
"FM",1996,14,,,0,1,0,0,1,2,0,,,,0,1,1,1,3,0,0,
"FM",1997,9,,,0,0,0,0,2,0,0,,,,1,1,1,2,2,0,2,
"FM",1998,14,,,4,5,3,4,1,0,5,,,,2,1,0,1,2,0,0,
"FM",1999,,,,,,,,,,,,,,,,,,,,,
"FM",2000,15,,,0,2,0,1,0,0,1,,,,4,3,1,1,0,1,1,
"FM",2001,8,,,0,2,0,0,2,1,0,,,,1,0,1,0,0,1,0,
"FM",2002,22,,,2,0,1,1,1,1,0,,,,3,5,1,1,2,0,2,
"FM",2003,26,,,0,3,2,2,0,2,1,,,,4,4,4,1,1,2,1,
"FM",2004,35,,,0,4,0,2,0,2,1,,,,3,4,4,1,1,3,1,
"FM",2005,32,,,,,,,,,,,,,,,,,,,,
"FM",2006,41,7,7,14,21,3,6,8,6,1,,0,5,5,23,5,7,4,6,4,
"FM",2007,47,,,1,8,5,4,0,1,0,,,,5,11,6,2,2,2,0,
"FM",2008,38,1,0,1,9,3,1,3,1,0,0,1,0,1,10,2,5,1,0,0,0
"FR",1980,,,,,,,,,,,,,,,,,,,,,
"FR",1981,,,,,,,,,,,,,,,,,,,,,
"FR",1982,,,,,,,,,,,,,,,,,,,,,
"FR",1983,,,,,,,,,,,,,,,,,,,,,
"FR",1984,,,,,,,,,,,,,,,,,,,,,
"FR",1985,,,,,,,,,,,,,,,,,,,,,
"FR",1986,,,,,,,,,,,,,,,,,,,,,
"FR",1987,,,,,,,,,,,,,,,,,,,,,
"FR",1988,,,,,,,,,,,,,,,,,,,,,
"FR",1989,,,,,,,,,,,,,,,,,,,,,
"FR",1990,,,,,,,,,,,,,,,,,,,,,
"FR",1991,,,,,,,,,,,,,,,,,,,,,
"FR",1992,,,,,,,,,,,,,,,,,,,,,
"FR",1993,4455,,,,,,,,,,,,,,,,,,,,
"FR",1994,3196,,,,,,,,,,,,,,,,,,,,
"FR",1995,3449,,,30,156,431,502,414,297,496,,,,36,138,226,176,90,92,365,
"FR",1996,3002,,,36,124,335,413,351,248,475,,,,22,124,195,131,79,82,376,
"FR",1997,2430,,,24,113,288,362,271,194,343,,,,17,117,166,115,80,57,274,
"FR",1998,,,,,,,,,,,,,,,,,,,,,
"FR",1999,2325,,,13,147,267,310,276,157,318,,,,25,110,145,120,80,60,284,
"FR",2000,1815,,,10,136,248,247,211,125,244,,,,18,108,127,89,46,43,155,
"FR",2001,2398,,,10,124,230,260,205,119,211,,,,17,131,132,102,63,40,183,
"FR",2002,2276,,,24,138,265,223,219,119,180,,,,13,106,127,90,56,33,161,
"FR",2003,2219,,,18,129,249,223,190,127,210,,,,16,114,129,79,44,32,159,
"FR",2004,1923,,,13,109,222,220,200,138,216,,,,11,96,116,82,53,34,171,
"FR",2005,1941,7,5,12,127,212,222,196,134,205,0,5,11,16,104,134,82,56,38,180,0
"FR",2006,1911,8,9,17,137,214,238,209,153,278,0,4,11,15,112,158,91,67,44,170,0
"FR",2007,1921,8,9,17,120,225,196,219,156,273,0,6,14,20,127,167,91,56,61,188,0
"FR",2008,1222,5,5,10,73,136,161,134,110,175,1,1,7,8,57,96,71,50,38,101,0
"GA",1980,,,,,,,,,,,,,,,,,,,,,
"GA",1981,,,,,,,,,,,,,,,,,,,,,
"GA",1982,,,,,,,,,,,,,,,,,,,,,
"GA",1983,,,,,,,,,,,,,,,,,,,,,
"GA",1984,,,,,,,,,,,,,,,,,,,,,
"GA",1985,,,,,,,,,,,,,,,,,,,,,
"GA",1986,,,,,,,,,,,,,,,,,,,,,
"GA",1987,,,,,,,,,,,,,,,,,,,,,
"GA",1988,,,,,,,,,,,,,,,,,,,,,
"GA",1989,,,,,,,,,,,,,,,,,,,,,
"GA",1990,,,,,,,,,,,,,,,,,,,,,
"GA",1991,,,,,,,,,,,,,,,,,,,,,
"GA",1992,,,,,,,,,,,,,,,,,,,,,
"GA",1993,,,,,,,,,,,,,,,,,,,,,
"GA",1994,395,,,,,,,,,,,,,,,,,,,,
"GA",1995,486,,,3,45,74,80,54,30,15,,,,9,47,54,28,25,19,3,
"GA",1996,263,,,0,28,44,40,22,11,2,,,,5,33,26,19,11,4,4,
"GA",1997,577,,,,,,,,,,,,,,,,,,,,
"GA",1998,889,,,14,93,159,129,76,43,32,,,,15,97,85,67,32,30,14,
"GA",1999,916,,,14,98,158,129,76,43,32,,,,15,97,110,67,32,30,14,
"GA",2001,1137,,,21,137,205,147,73,60,46,,,,27,127,139,73,34,21,21,
"GA",2002,1033,,,10,137,173,148,63,27,40,,,,18,125,140,71,32,21,28,
"GA",2003,1233,,,14,165,225,149,103,48,22,,,,16,138,144,107,51,33,18,
"GA",2004,1323,,,17,197,289,143,83,47,50,,,,15,173,141,80,37,24,27,
"GA",2005,1042,,,13,123,199,140,70,38,25,,,,19,128,123,88,29,29,18,
"GA",2006,1145,,,20,157,207,148,89,40,23,,,,19,160,123,79,39,20,21,
"GA",2007,1462,,,,,,,,,,,,,,,,,,,,
"GA",2008,1502,1,13,14,209,297,196,104,45,39,,1,28,29,209,158,93,59,32,17,
"GB",1980,,,,,,,,,,,,,,,,,,,,,
"GB",1981,,,,,,,,,,,,,,,,,,,,,
"GB",1982,,,,,,,,,,,,,,,,,,,,,
"GB",1983,,,,,,,,,,,,,,,,,,,,,
"GB",1984,,,,,,,,,,,,,,,,,,,,,
"GB",1985,,,,,,,,,,,,,,,,,,,,,
"GB",1986,,,,,,,,,,,,,,,,,,,,,
"GB",1987,,,,,,,,,,,,,,,,,,,,,
"GB",1988,,,,,,,,,,,,,,,,,,,,,
"GB",1989,,,,,,,,,,,,,,,,,,,,,
"GB",1990,,,,,,,,,,,,,,,,,,,,,
"GB",1991,,,,,,,,,,,,,,,,,,,,,
"GB",1992,,,,,,,,,,,,,,,,,,,,,
"GB",1993,283,,,,,,,,,,,,,,,,,,,,
"GB",1994,270,,,,,,,,,,,,,,,,,,,,
"GB",1995,,,,,,,,,,,,,,,,,,,,,
"GB",1996,4147,,,,,,,,,,,,,,,,,,,,
"GB",1997,844,,,2,68,87,90,84,60,107,,,,8,67,64,43,34,24,51,
"GB",1998,1342,,,11,103,164,141,108,105,225,,,,9,105,103,71,44,39,114,
"GB",1999,797,,,8,68,93,68,53,51,126,,,,6,55,80,60,29,30,69,
"GB",2000,1204,,,8,86,130,96,87,75,138,,,,9,95,114,60,31,31,67,
"GB",2001,946,,,10,99,135,105,96,81,117,,,,15,74,104,57,54,38,105,
"GB",2002,1365,,,6,94,142,132,98,90,153,,,,6,82,131,66,44,33,93,
"GB",2003,1455,,,13,101,182,128,81,59,92,,,,14,108,148,88,47,17,55,
"GB",2004,1693,,,10,118,203,148,103,85,94,,,,13,126,176,85,47,33,65,
"GB",2005,1821,4,5,9,135,200,166,95,95,124,0,0,14,14,115,163,80,39,28,83,1
"GB",2006,1767,3,6,9,173,244,213,148,88,191,0,2,20,22,168,192,112,60,42,97,0
"GB",2007,1639,2,11,13,183,286,223,169,97,202,1,1,19,20,145,222,91,58,45,138,2
"GB",2008,1286,1,4,5,125,188,155,111,61,99,0,4,12,16,134,181,90,27,28,62,0
"GD",1980,,,,,,,,,,,,,,,,,,,,,
"GD",1981,,,,,,,,,,,,,,,,,,,,,
"GD",1982,,,,,,,,,,,,,,,,,,,,,
"GD",1983,,,,,,,,,,,,,,,,,,,,,
"GD",1984,,,,,,,,,,,,,,,,,,,,,
"GD",1985,,,,,,,,,,,,,,,,,,,,,
"GD",1986,,,,,,,,,,,,,,,,,,,,,
"GD",1987,,,,,,,,,,,,,,,,,,,,,
"GD",1988,,,,,,,,,,,,,,,,,,,,,
"GD",1989,,,,,,,,,,,,,,,,,,,,,
"GD",1990,,,,,,,,,,,,,,,,,,,,,
"GD",1991,,,,,,,,,,,,,,,,,,,,,
"GD",1992,,,,,,,,,,,,,,,,,,,,,
"GD",1993,0,,,,,,,,,,,,,,,,,,,,
"GD",1994,3,,,,,,,,,,,,,,,,,,,,
"GD",1995,2,,,,,,,,,,,,,,,,,,,,
"GD",1996,0,,,,,,,,,,,,,,,,,,,,
"GD",1997,1,,,0,0,1,0,0,0,0,,,,0,1,0,0,0,0,0,
"GD",1998,2,,,0,1,0,1,0,0,0,,,,,,,,,,,
"GD",1999,3,,,0,0,1,0,0,1,0,,,,0,0,0,0,0,0,1,
"GD",2000,0,,,,,,,,,,,,,,,,,,,,
"GD",2002,0,,,,,,,,,,,,,,,,,,,,
"GD",2003,2,,,,,,,1,,,,,,,,,,,1,,
"GD",2004,2,,,,,,,,,,,,,,,,,,,1,
"GD",2005,,,,,,,,,,,,,,,,,,,,,
"GD",2006,1,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,
"GD",2007,3,,,,,,,,1,1,,,,,1,,,,,,
"GD",2008,5,,,,1,,1,2,,1,,,,,,,,,,,
"GE",1980,,,,,,,,,,,,,,,,,,,,,
"GE",1981,,,,,,,,,,,,,,,,,,,,,
"GE",1982,,,,,,,,,,,,,,,,,,,,,
"GE",1983,,,,,,,,,,,,,,,,,,,,,
"GE",1984,,,,,,,,,,,,,,,,,,,,,
